Station Code,Location,State,Temp,D.O. (mg/l),B.O.D. (mg/l),PH,Conductivity (µmhos/cm),TDS,Nitrate + Nitrite (mg/l),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Year
2294,R KALLAI AT KALLAI BRIDGE,,28,5.8,0.8,7.5,18291,10974.6,0.25,435,1000,2008
2295,R CORAPUZHA AT KANAYANKODE,,28,6.2,0.5,6.7,2497,1747.9,0.15,510,1100,2008
2296,R THALLASSERY AT PATHIPPALAM,,27,7.3,0.7,6.1,45,27,0.2,150,1050,2008
2297,R ANCHARAKANDY AT MERUVAMBA,,27,7.6,0.5,6.3,39,27.3,0.2,1040,2588,2008
2298,R KUPPAM AT RAYAROM,,25,7.7,0.3,6.6,31,21.7,0.15,490,1300,2008
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,,28,5.4,0.8,5.9,595,357,0.1,570,1375,2008
2300,R PERUVAMBA AT CHANDAPPURA,,28,7.4,0.9,6.1,30,18,0.3,690,1050,2008
2301,R KAVVAI AT KUTTIYOL PALAM,,28,6.6,0.7,5.9,37,22.2,0.1,540,1725,2008
2302,R NEELASWARAM AT NAMBIARKAL DAM,,28,6.5,0.7,6.5,1135,908,0.25,850,1850,2008
2303,R PULLUR AT PULLUR BR.,,27,7.2,0.8,5.9,39,23.4,0.55,440,1500,2008
2304,R MOGRAL AT MOGRAL BR.,,29,6.3,1.1,6.5,925,740,0.3,830,1550,2008
2305,R SHRIYA AT ANGADIMOGARU,,27,7.6,0.6,6.6,50,40,0.25,1660,3000,2008
2306,R UPPALA AT  UPPALA BR.,,27,7.3,1.4,6.5,64,38.4,0.5,1280,2850,2008
2307,R MANJESWAR AT BAJRAKKARA BR.,,27,7.5,0.8,7,74,59.2,0.1,1400,2800,2008
2326,R KORAYAR AT KANJIKODE,,26,4.4,0.4,7.3,428,256.8,0.15,285,1090,2008
2331,R BHARATHAPUZHA AT KUTTIPPURAM,,27,6.8,0.4,7,169,135.2,0.25,255,560,2008
2337,R KADAMBAYAR AT BRAHMAPURAM,,29,1.7,3,6.2,181,144.8,0.45,672,2208,2008
2338,R KADAMBAYAR AT MANCKAKADAVU,,29,3,2,6.1,80,48,0.13,268,1240,2008
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",,28,6.9,0.89,7.8,469,328.3,0.86,152,5874,2008
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",,32,7.7,1.83,8.1,266,186.2,1.01,1950,3175,2008
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",,32,6.8,1.65,7.8,16468,13174.4,2,440,775,2008
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",,28,7.5,2.5,8.2,233,163.1,0.89,2600,4300,2008
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",,26,7.6,1.35,8.1,233,163.1,1.43,2025,3200,2008
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",,26,7,0.25,7.6,593,474.4,1.95,,,2008
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",,25,7.6,1.15,6.6,118,70.8,0.15,70,180,2008
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",,27,6.8,1.88,6.6,179,107.4,0.2,118,253,2008
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",,28,6.8,2.14,6.7,172,137.6,0.19,263,402,2008
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",,28,6.9,1.78,7.1,260,208,0.13,110,200,2008
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",,27,7.3,1.27,6.6,94,65.8,0.17,73,150,2008
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",,26,7.4,1.03,6.7,88,70.4,0.15,89,173,2008
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",,28,7.2,2.28,7.2,439,307.3,0.14,236,415,2008
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",,27,6.8,2.25,7.6,749,449.4,0.36,424,699,2008
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",,26,6.9,4.33,7.3,252,151.2,1,322,858,2008
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,,29,7,1,7.3,46,27.6,,49,707,2008
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,,31,7,1,7.3,40,28,,12,81,2008
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",,30,7.7,1.1,8.1,195,117,0.7,0,10,2008
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",,23,8,0.5,8.2,572,343.2,,12,26,2008
1884,KALA AMB D/S MARKANDA RIVER,,24,3.8,155.6,7.8,1424,996.8,0.66,,,2008
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",,23,4.9,3.5,7.8,704,492.8,,57,375,2008
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",,20,5.9,5.4,7.2,703,492.1,2.05,1950,21000,2008
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",,21,5.3,27,7.4,1095,657,3.35,48000,217500,2008
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",,30,6.7,17.1,6.9,1094,875.2,19.4,,,2008
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,",,30,6.2,22.3,7,1312,918.4,17.7,,,2008
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",,21,5.7,10.7,7.3,732,512.4,2.4,5450,45500,2008
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",,21,5,26.1,7.2,983,589.8,3.05,32250,135000,2008
1698,"D/S CHHATBIR, PUNJAB",,20,5,7.4,7.3,748,448.8,2.65,12500,90000,2008
1699,"U/S DHAKANSU NALLAH, PUNJAB",,20,5.1,13.5,7.2,760,456,2.55,22000,122500,2008
1700,"D/S DHAKANSU NALLAH, PUNJAB",,21,4.5,23.8,7.2,856,684.8,3.45,34000,232500,2008
1701,"D/S JHARMAL NADI, PUNJAB",,21,4.4,18.1,7.2,1184,710.4,3.75,17250,70000,2008
1702,"U/S JHARMAL NADI, PUNJAB",,20,4.5,22.7,7.4,1186,948.8,3.07,13000,78333,2008
1703,"GHAGGER AT MOONAK, PUNJAB",,21,5.2,28.5,7.5,1036,828.8,3.55,28750,155000,2008
1704,"D/S SARDULGARH, PUNJAB",,21,5.5,27.8,7.6,973,778.4,3.33,130500,392500,2008
1705,"U/S SARDULGARH, PUNJAB",,21,5.6,25.8,7.6,951,760.8,3.23,22500,712500,2008
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,,25,6.4,4.1,7.9,378,302.4,0.94,,,2008
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),,31,6.8,25.3,7,970,582,20.2,,,2008
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",,21,5.4,1.7,7.8,438,306.6,0.41,3,6,2008
1424,"IMPHAL AT MAHABALI, MANIPUR",,27,7.9,1.2,6.7,120,84,,,135,2008
1457,"IMPHAL AT KOIRENGEI, MANIPUR",,26,6.2,1.8,7.3,135,108,,,113,2008
1627,"KIYAMGI, MANIPUR",,27,8.2,1.9,7.6,176,140.8,,,135,2008
1628,"MINUTHONG(IMPHAL RIVER, MANIPUR",,28,6.6,1.2,7.4,112,67.2,,,91,2008
1458,"IRIL AT PORAMPET, MANIPUR",,26,7.9,0.8,7.8,196,137.2,,,73,2008
1624,"LILONG, MANIPUR",,29,9,1.8,8,269,215.2,,,155,2008
1925,KHUGA RIVER (CHURACHANDPUR DIST.),,28,,,8,698,488.6,,,,2008
1926,"KHUJAIROK RIVER, MOREH (CHANDEL DIST.)",,30,9.6,,7.6,633,443.1,,,30,2008
1625,"HUMP BRIDGE, MANIPUR",,27,3.2,26,6.8,389,311.2,,,633,2008
1626,"HEIRANGOITHONG, MANIPUR",,28,5.5,24,7.5,375,262.5,,,383,2008
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",,19,5,7,3.2,630,504,2.5,27,33,2008
2050,TLAWNG UPSTREAM AIZAWL,,26,7,0.65,7.8,122,97.6,,,3,2008
2051,TLAWNG DOWNSTREAM AIZAWL,,26,7.2,0.93,7.8,130,78,0.1,,3,2008
2052,TUIRIAL UPPER CATCHMENT,,25,6.6,0.98,8,151,105.7,,,6,2008
2053,TUIRIAL LOWER CATCHMENT,,25,6.7,1.03,7.9,188,131.6,,,8,2008
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",,28,6.1,1.36,7.7,120,96,,264,350,2008
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",,29,5.4,2.67,7.3,141,84.6,0.08,285,510,2008
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",,28,5.8,2.93,7.8,161,128.8,0.1,518,588,2008
1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",,,,,7.6,253,151.8,2.8,,,2007
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",,25,7,0.4,7.7,448,313.6,0.2,17,42,2007
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",,25,4.8,8.8,7.5,20360,12216,0.2,23,65,2007
1860,BALEHWAR KHADI AT N.H. NO. 8,,27,4.9,3.6,7.7,904,632.8,,13950,32750,2007
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,,28,6.4,2.4,8,477,286.2,,12325,22825,2007
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,,29,6.7,2.9,7.9,14111,8466.6,,10725,21000,2007
1865,RIVER DHADHAR AT KOTHWADA,,28,5.7,4.2,7.6,868,694.4,0.4,5,57,2007
1148,"AMBIKA AT BILIMORA, GUJARAT",,30,6.2,3.1,8,899,629.3,,10275,16500,2007
1149,"KOLAK AT PATALIA BDG., GUJARAT",,26,4.8,10.4,7.6,14426,8655.6,0.1,32,148,2007
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",,27,6.2,3.6,7.4,29920,17952,0.2,14,41,2007
1434,AMLAKHADI AT ANKLESHWAR,,27,,359,7.5,5414,4331.2,0.1,3,14,2007
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",,27,4.2,4,7.8,589,412.3,,23575,50250,2007
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",,30,6.8,2.5,7.5,2870,1722,0.1,582,1114,2007
1475,ZUARI AT PANCHAWADI,,29,6.5,1.5,6.9,1690,1183,0.1,555,1331,2007
1476,"MANDOVI AT TONCA, MARCELA, GOA",,29,6.5,1.6,7.1,3110,1866,0.1,1243,2056,2007
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",,29,6.4,2.3,7.7,44000,26400,0.1,814,1287,2007
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",,27,7.2,1.6,7.2,70,56,0.1,1554,2887,2007
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",,28,7.2,2.1,6.8,60,36,0.1,5778,10403,2007
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",,28,7.4,1.4,7.1,80,56,0.1,475,1010,2007
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",,28,7.2,1.3,6.9,80,48,0.1,1009,1938,2007
1547,"RIVER TALPONA AT CANACONA, GOA",,29,7.4,2,7,66,52.8,0.1,700,1451,2007
1548,"RIVER ASSONORA AT ASSONORA, GOA",,28,6.3,1.6,6.6,66,39.6,0.1,1427,3293,2007
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",,26,6.4,4,7.3,103,82.4,0.24,126,753,2007
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",,27,6.7,3.9,7.4,103,61.8,0.22,64,644,2007
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",,28,6.6,3.7,7.5,97,77.6,0.25,16,169,2007
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",,28,5.7,5.3,7.2,531,371.7,0.75,116,456,2007
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",,25,6.4,3.9,7.1,113,67.8,0.47,60,400,2007
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",,25,6.6,3.9,7.2,88,61.6,0.45,228,1146,2007
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",,22,6.2,4,7.3,117,93.6,0.5,169,638,2007
17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",,28,5.5,1.7,6.6,1314,788.4,0.4,290,668,2007
18,"PERIYAR AT KALADY, KERALA",,27,7.5,0.8,6.8,32,25.6,0.3,200,738,2007
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",,28,6.7,1,6.8,42,29.4,0.4,230,804,2007
20,"CHALIYAR AT KOOLIMADU, KERALA",,28,6.9,0.5,6.7,73,58.4,0.2,688,1242,2007
21,"CHALIYAR AT CHUNGAPALLY, KERALA",,28,6.8,0.5,6.9,7920,4752,0.2,391,813,2007
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",,29,7.4,1.1,7.2,49,29.4,0.3,327,641,2007
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",,28,7.2,1.5,6.8,58,40.6,0.3,173,556,2007
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",,29,6.8,2,6.6,115,80.5,0.5,148,635,2007
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",,28,0.8,7.4,6.8,2156,1724.8,1,14825,20733,2007
1156,"PAMBA AT CHENGANNUR, KERALA",,26,7.1,0.6,6.1,34,27.2,0.5,1300,1975,2007
1341,"PAMBA AT THAKAZHY, KERALA",,26,5.9,0.5,6.2,52,31.2,0.6,1100,1775,2007
1565,"PAMBA DOWN, KERALA",,26,5.1,1.1,6.2,55,33,0.4,1275,2000,2007
1339,"MEENACHIL AT KIDANGOOR, KERALA",,26,6.7,0.7,6.2,43,30.1,0.4,1325,2100,2007
1340,"MANIMALA  AT KALLOOPARA, KERALA",,26,5.8,0.6,6.2,34,23.8,0.3,975,1625,2007
1384,"MANIMALA AT THONDRA, KERALA",,26,6.4,0.7,6.2,39,23.4,0.4,1375,1900,2007
1342,"ACHENKOIL AT THUMPAMON, KERALA",,26,6.6,0.6,6.3,41,24.6,0.3,1033,1442,2007
1443,"ACHENKOIL AT CHENNITHULA, KERALA",,26,5.4,0.7,6.2,47,28.2,0.5,1250,1825,2007
1442,"VAMANAPURAM, KERALA",,28,6.7,1.3,6.7,80,56,0.5,1655,3050,2007
1563,"AMARAVILA, KERALA",,27,6.4,1.4,7,112,67.2,0.7,3850,5725,2007
1564,"AYUR, KERALA",,29,6.3,1,7.1,83,58.1,0.4,643,1080,2007
1566,"THIRURANGADY, KERALA",,28,6.2,0.8,6.5,95,57,1.2,1075,2550,2007
1567,"KUTTIYADY ESTATE, KERALA",,28,6.9,0.5,6.4,41,28.7,0.2,83,285,2007
1568,"VALAYAM, KERALA",,27,6.8,0.5,6.5,51,40.8,0.2,98,435,2007
1569,"THALIPARAMBA, KERALA",,28,6.6,0.7,6.9,11654,9323.2,0.3,338,963,2007
1570,"HOSDURG, KERALA",,28,7,0.3,7.2,11962,9569.6,0.3,68,550,2007
1571,"KAKKADAVU,  KERALA",,28,7.5,0.5,6.9,52,31.2,0.2,138,685,2007
1572,"PADIYATHADKA, KERALA",,28,7.4,0.3,6.8,68,47.6,0.2,160,725,2007
1573,"IRUMPANAM, KERALA",,29,2.8,2.3,6.6,1239,743.4,0.6,263,645,2007
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",,28,6.2,0.5,7.6,380,266,0.5,1318,24583,2007
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",,30,7.9,2.1,7.9,382,267.4,0.21,993,2700,2007
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",,28,8.1,1.7,8,21030,14721,0.51,146,463,2007
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",,30,7.2,1.2,7.7,244,146.4,0.51,980,1793,2007
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",,32,6.7,1.5,7.6,231,138.6,0.56,1460,3133,2007
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",,29,7,3.5,8.1,637,382.2,1.2,,,2007
1159,"TAMBIRAPARANI AT PAPAVINASAM,TAMILNADU",,26,7.5,1,6.5,65,52,0.15,108,319,2007
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",,28,6.8,0.9,6.5,88,70.4,0.11,111,233,2007
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",,29,6.8,1.8,6.5,128,102.4,0.15,295,507,2007
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",,32,7.8,1.9,7.2,250,175,0.15,128,249,2007
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",,28,7.2,1.2,6.4,71,42.6,0.12,67,165,2007
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",,27,7.4,1.5,6.5,71,56.8,0.12,98,189,2007
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",,31,7.6,2.5,7.1,428,342.4,0.15,226,443,2007
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",,28,6.8,2.1,7.2,856,684.8,0.32,213,348,2007
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",,27,7.3,2,7.3,152,121.6,1.28,333,998,2007
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,,28,6.9,1,7.2,58,34.8,,14,55,2007
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,,29,7,1,7.2,56,39.2,,4,16.5,2007
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",,22,7.9,2.5,7.9,385,231,0.25,11,24,2007
1884,KALA AMB D/S MARKANDA RIVER,,18,3.9,74.8,7.9,2422,1453.2,0.78,,,2007
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",,24,4.9,19.6,7.6,972,777.6,1.8,328,718,2007
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",,20,7.4,2.1,7.5,413,330.4,1.23,1663,10775,2007
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA), PUNJAB",,21,6.1,8.1,7.8,632,379.2,2.9,37250,162500,2007
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD, HARYANA",,24,4.9,26.3,8.1,852,511.2,18.1,,,2007
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",,26,4.5,25.3,8.3,996,697.2,15.8,,,2007
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",,21,6.7,7.4,7.6,425,297.5,2.88,22250,78750,2007
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (A/C), PUNJAB",,21,6.3,7.3,7.7,619,495.2,3.28,28250,125000,2007
1698,"GHAGGAR AT D/S CHHATBIR, PUNJAB",,22,6.4,4.2,7.7,439,351.2,2.2,60275,440750,2007
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",,22,6.5,9.8,7.7,686,480.2,2.6,19750,105000,2007
1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",,21,6.4,13.8,7.8,754,527.8,2.53,56500,227500,2007
1701,"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",,22,6.3,8.2,7.7,615,369,3.7,34500,622500,2007
1702,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",,21,6.2,3.7,7.6,457,365.6,2.23,8633,49000,2007
1703,"GHAGGER AT MOONAK, PUNJAB",,21,6,9.6,7.8,690,552,3,16250,117500,2007
1704,"GHAGGAR AT D/S SARDULGARH, PUNJAB",,21,5.9,11.1,7.8,692,415.2,3.5,94000,222500,2007
1705,"GHAGGAR AT U/S SARDULGARH, PUNJAB",,21,5.9,10.4,7.7,699,559.2,3.33,60500,967500,2007
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,,22,6.5,2.2,8.2,1315,920.5,0.05,,,2007
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),,25,6.6,26.3,8.2,895,716,15.5,,,2007
2047,"NNANCHOE (ATTAWA CHOE), CHANDIGARH",,29,,50,7.2,,0,0.27,,,2007
2048,"PATIALA KI RAO, CHANDIGARH",,30,,50,7.4,,0,0.4,,,2007
2049,"SUKHNA CHOE, CHANDIGARH",,29,1,49.7,7.3,,0,0.6,,,2007
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",,19,5.6,2.2,7.4,168,117.6,0.38,5,16,2007
2050,"TLAWNG UPSTREAM AIZAWL, MIZORAM",,25,6.7,0.4,7.9,135,94.5,,,3,2007
2051,"TLAWNG DOWNSTREAM AIZAWL, MIZORAM",,25,6.5,0.6,7.9,195,156,,,3,2007
2052,"TUIRIAL UPPER CATCHMENT, MIZORAM",,24,7.3,0.5,7.8,219,131.4,,,,2007
2053,"TUIRIAL LOWER CATCHMENT, MIZORAM",,24,7.7,0.4,7.9,227,158.9,,,15,2007
1424,"IMPHAL AT MAHABALI, MANIPUR",,23,6.2,1.6,7,132,105.6,,,102,2007
1457,"IMPHAL AT KOIRENGEI, MANIPUR",,23,6.4,2.1,7.4,137,109.6,,,58,2007
1458,"IRIL AT PORAMPET, MANIPUR",,23,6.4,1,7.6,200,160,,,36,2007
1624,"LILONG, MANIPUR",,23,7,2.4,7.6,210,168,,100,137,2007
1625,"HUMP BRIDGE, MANIPUR",,23,3.6,4.9,7.2,249,199.2,,,383,2007
1626,"HEIRANGOITHONG, MANIPUR",,23,3.7,4,7.5,224,156.8,,,394,2007
1627,"KIYAMGI, MANIPUR",,24,7.1,2,7.3,156,109.2,,,89,2007
1628,"MINUTHONG(IMPHAL RIVER, MANIPUR",,23,7.1,2,7.2,127,88.9,,,60,2007
1925,KHUGA RIVER (CHURACHANDPUR DIST.) MANIPUR,,22,5.8,1.7,7.6,258,154.8,,,118,2007
1926,"KHUJAIROK RIVER, MOREH (CHANDEL DIST.) MANIPUR",,24,8.4,0.8,7.9,383,229.8,,,180,2007
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",,20,8.1,5.4,7.2,221,132.6,1.95,213,373,2007
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT., MEGHALAYA",,18,6.1,5.5,3.1,738,442.8,2.73,32,45,2007
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",,16,8,1.7,7,164,114.8,1.6,1600,2067,2007
1632,"GANOL RIVER TURA, MEGHALAYA",,19,5.4,1.7,7.2,153,122.4,1.78,213,278,2007
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",,18,7,1.7,7,161,128.8,2.43,250,375,2007
1403,"GUMTI AT U/S SOUTH TRIPURA, TRIPURA",,27,5.2,1.4,7.4,120,84,0.05,203,280,2007
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",,27,4.7, ,7.4,139,83.4,0.11,308,440,2007
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",,27,5.4,3,7.4,128,76.8,0.06,353,565,2007
1927,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",,23,6.9,1.5,7.2,233,186.4,,,119,2007
1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",,,,,7.61,168.2,100.92,10.3,,,2006
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",,25,7.102,1.525,7.945,307.5,215.25,0.11,26,50,2006
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",,25.5,3.487,9.2,7.015,25950,18165,0.228,378,1400,2006
1860,BALEHWAR KHADI AT N.H. NO. 8,,22,5.35,4.7,7.935,735,514.5,0.835,27650,15000,2006
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,,25.5,7.05,4.7,7.995,535,321,1.195,13400,33500,2006
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,,29.667,6.5,5.3,8.14,16410,11487,1.397,9200,2400,2006
1865,RIVER DHADAR AT KOTHADA,,25.5,,15,7.885,896.5,537.9,0.42,3,10,2006
1148,"AMBIKA AT BILIMORA, GUJARAT",,29,5.6,4.6,8.173,3660,2196,0.46,4500,6867,2006
1149,"KOLAK AT PATALIA BDG., GUJARAT",,26.5,6.085,3.2,7.695,933,746.4,0.153,450,1550,2006
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",,26.5,6.055,4.3,7.605,6715,5372,0.222,45,140,2006
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",,28,,431.5,7.215,15580,12464,0.395,7,8,2006
1436,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",,27,7.93,1.46,8.32,2160,1728,0.277,4,5,2006
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",,25.667,4.9,3.1,7.943,504.7,302.82,0.603,1810,2367,2006
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",,27.75,6.625,2.175,7.725,149.3,119.44,0.123,2,60,2006
1475,ZUARI AT PANCHAWADI,,27.75,5.175,1.5,6.95,464,278.4,0.7,75,255,2006
1476,"MANDOVI AT TONCA, MARCELA, GOA",,30,6.4,2.025,7.45,142.8,85.68,0.155,1787,4073,2006
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",,28.25,6.2,1.575,7.9,218,152.6,0.615,,85,2006
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",,26.667,7.4,1.7,6.733,344.3,206.58,0.9,33,160,2006
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",,28.75,7.6,1.3,6.775,213.3,149.31,0.173,133,3275,2006
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",,28,7.35,1.425,7.1,214.8,150.36,0.15,41,285,2006
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",,28.25,7.675,1.025,6.875,103.3,61.98,3.367,18,96,2006
1547,"RIVER TALPONA AT CANACONA, GOA",,27.25,7.125,1.725,7.55,418.3,334.64,0.45,18,106,2006
1548,"RIVER ASSONORA AT ASSONORA, GOA",,28.5,7,1.575,6.725,497.3,348.11,0.135,1956,5425,2006
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",,27.714,6.543,4.014,7.229,130.4,91.28,0.307,8,187,2006
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",,28.714,6.7,3.857,7.307,121.5,97.2,0.264,9,162,2006
